phecode	cases	controls	p_value	neg_log_p_value	standard_error	beta	conf_int_1	conf_int_2	odds_ratio	log10_odds_ratio	converged	phecode_sex_restriction	phecode_string	phecode_category
MS_745.1	179	4560	0.9978181081649456	0.0009486188526866421	5125.585	14.016420160560987	-10000.0	10100.0	1222514.2547140648	6.087253931769127	False	Both	Fracture of lower limb	Muscloskeletal
GU_582.2	268	4498	0.9978476107112876	0.0009357782321777687	5658.451	15.26436885063886	-11100.0	11100.0	4258250.063516212	6.629231161568339	False	Both	Chronic kidney disease	Genitourinary
MB_294	131	4547	0.9971570862233852	0.0012364201175346183	3877.606	13.81618831561912	-7586.152	7613.785	1000677.9873844632	6.000294346409568	False	Both	Sexual dysfunction and disorders	Mental
MS_724.5	94	4563	0.9968462479669685	0.0013718214363839477	3187.248	12.598084454979407	-6234.294	6259.49	295991.0377509517	5.471278561348693	False	Both	Exostosis	Muscloskeletal
SS_800.2	61	4661	0.9977506923893128	0.000977962165083169	4553.277	12.836110272767469	-8911.423	8937.095	375536.24597846845	5.574651860564556	False	Both	Precordial pain	Symptoms
ID_092	154	4602	0.9979298342291069	0.0008999934605016292	5488.074	14.23919701844637	-10700.0	10800.0	1527582.5611903637	6.184004691844494	False	Both	Bacteremia, Sepsis, and SIRS	Infections
CV_431.11	80	4686	0.9979290186275989	0.000900348406678157	5310.483	13.783852913046799	-10400.0	10400.0	968838.2119943852	5.986251259502287	False	Both	Cerebral infarction [Ischemic stroke]	Cardiovascular
NS_349.1	81	4597	0.9974291468717019	0.0011179449801058503	3848.26	12.399449726439828	-7530.052	7554.851	242668.0469413906	5.385012594829603	False	Both	Abnormal findings on diagnostic test of central nervous system	Neurological
GE_972.1	116	4603	0.9975990991739936	0.0010439516946505053	4560.251	13.72219367395902	-8924.205	8951.65	910904.8033943354	5.959472992208112	False	Both	Hereditary neuropathy	Genetic
RE_488.6	131	4489	0.9964040063178118	0.0015645349309742083	2715.068	12.23660995490537	-5309.2	5333.673	206201.67112175675	5.314292180617802	False	Both	Wheezing	Respiratory
RE_475.5	101	4641	0.9983276941366327	0.0007268811618712265	5608.629	11.7552721347954	-11000.0	11000.0	127423.58553774405	5.105249821412701	False	Both	Exercise induced bronchospasm	Respiratory
