phecode	cases	controls	p_value	neg_log_p_value	standard_error	beta	conf_int_1	conf_int_2	odds_ratio	log10_odds_ratio	converged	phecode_sex_restriction	phecode_string	phecode_category
NS_324.3	127	1206	0.029139231557849612	1.535521905365823	0.189	0.41268518653305586	0.042	0.783	1.5108693090516	0.17922689927452032	True	Both	Abnormal involuntary movements	Neurological
ID_070	180	1151	0.05149149480922361	1.2882645003270827	0.166	0.324173538825933	-0.002	0.65	1.3828872709307534	0.14078677909115228	True	Both	Candidiasis	Infections
GI_542.11	74	1336	0.7686195739855418	0.11428855980705213	0.247	-0.0726999577541781	-0.557	0.412	0.9298797913945566	-0.03157319048723906	True	Both	Cirrhosis of liver	Gastrointestinal
EM_200.12	180	1210	0.0018830278739101803	2.725143251201719	0.169	0.5250427099758419	0.194	0.856	1.6905310493775079	0.22802315170603757	True	Both	Hypothyroidism (not specified as secondary)	Endocrine/Metab
RE_465	222	1055	0.000025584837929282368	4.5920173297820055	0.151	0.6348399792507763	0.339	0.93	1.8867202029207197	0.275707499880187	True	Both	Pharyngitis	Respiratory
RE_479.31	156	1217	0.9039139342877903	0.04387291868757314	0.174	0.021014314420196693	-0.32	0.362	1.0212366699437159	0.009126400793671318	True	Both	Acute respiratory failure	Respiratory
GI_510	160	1210	0.7025525332864717	0.15332119588776755	0.175	0.06694441768851221	-0.277	0.411	1.0692360459119663	0.02907359119634726	True	Both	Diseases of esophagus	Gastrointestinal
DE_679.1	236	1020	6.73921682386247e-14	13.17139057065127	0.15	1.1271610498232851	0.832	1.422	3.086880548695313	0.489519824154529	True	Both	Rash and other nonspecific skin eruption	Dermatological
CV_410	63	1353	0.38034581646698706	0.4198213563125891	0.259	0.22725931654320974	-0.28	0.735	1.255155308278158	0.09869746713582037	True	Both	Inflammation of the heart [Carditis]	Cardiovascular
CV_440.11	97	1315	0.326570556583864	0.48602297357846375	0.213	0.20854891567434816	-0.208	0.625	1.2318891872774864	0.09057164328427596	True	Both	Deep vein thrombosis [DVT]	Cardiovascular
RE_488.6	66	1288	0.08949488634417836	1.048201779164006	0.254	0.4321274362503034	-0.067	0.931	1.5405314222004647	0.187670561042506	True	Both	Wheezing	Respiratory
CV_416	298	994	0.005998782808621167	2.2219368618039828	0.137	0.3755137265355068	0.108	0.643	1.4557390743467031	0.1630835393132973	True	Both	Cardiac arrhythmia and conduction disorders	Cardiovascular
SS_840.8	220	1090	9.59981708561475e-11	10.0177370419047	0.156	1.0097078569614422	0.704	1.315	2.74479902394748	0.43851055061271227	True	Both	Allergies related to other diseases/symptoms	Symptoms
CV_418.1	134	1204	0.04860121549303012	1.3133528691057172	0.186	0.3659936833404958	0.002	0.73	1.4419461343429951	0.15894903708622346	True	Both	Abnormal electrocardiogram [ECG] [EKG]	Cardiovascular
RE_463.2	197	1136	4.4906530010811487e-10	9.347690502171291	0.163	1.0168423674562377	0.697	1.336	2.7644518446550586	0.44160902915168276	True	Both	Allergic rhinitis	Respiratory
SO_397	50	1335	0.00021429967397030143	3.668978489681488	0.306	1.134169878772124	0.534	1.735	3.108591963363792	0.4925637198916135	True	Both	Other hearing abnormality	Sense organs
MB_286.4	132	1209	0.00008688649459079532	4.061047723902487	0.188	0.7386707406157911	0.37	1.108	2.093151323409046	0.3208006265928263	True	Both	Dysthymic disorder	Mental
MS_745.1	124	1283	0.05695879112451877	1.244439236602978	0.191	0.36283082233062314	-0.011	0.736	1.4373926639293186	0.1575754240026088	True	Both	Fracture of lower limb	Muscloskeletal
NS_330.1	80	1325	0.004757668435129488	2.322605827496557	0.233	0.6577115799896157	0.201	1.114	1.93036977917002	0.2856405098733593	True	Both	Epilepsy	Neurological
EM_230.21	99	1259	0.012388884064453197	1.9069678111765433	0.211	0.5271992788439132	0.114	0.94	1.694180729988404	0.22895973766528524	True	Both	Abnormal weight loss	Endocrine/Metab
CV_404.2	134	1252	0.5952787331309459	0.22527963273274068	0.203	-0.10799695629077392	-0.506	0.29	0.8976303285519897	-0.04690248217942977	True	Both	Coronary atherosclerosis [Atherosclerotic heart disease]	Cardiovascular
MS_734	82	1280	0.0008717599705799063	3.059603076767504	0.232	0.7739207541491661	0.318	1.23	2.1682507883037228	0.336109512957386	True	Both	Diseases of the jaws	Muscloskeletal
MB_280.3	313	986	0.000022852079766788336	4.6410742686734725	0.134	0.5660226447843416	0.304	0.828	1.7612479931511513	0.24582051126212393	True	Both	Cannabis use disorders	Mental
NS_345	142	1220	0.45323684657198215	0.34367479074948937	0.183	-0.1373043647740325	-0.496	0.221	0.8717048694959245	-0.05963052796259353	True	Both	Encephalopathy	Neurological
GI_555	54	1339	0.2989372294486937	0.5244199948393403	0.278	0.2889325644789121	-0.256	0.834	1.3350016989577245	0.125481818395347	True	Both	Ascites	Gastrointestinal
NS_351.1	109	1210	0.3180262312749734	0.49753705728555864	0.203	0.202707612557168	-0.195	0.601	1.224714324802099	0.08803479757336041	True	Both	Anesthesia of skin*	Neurological
